dimension,business_key,customer_full_name,city,state,customer_segment,email,effective_from,effective_to,is_current,record_version,product_name,category,brand,price
dim_customer,CUST002611,Yug Purohit,Jodhpur,Uttar Pradesh,Silver,zayyandube@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST002615,Arjun Raghavan,Silchar,Maharashtra,Regular,noah88@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002615,Arjun Raghavan,Bidar,Sikkim,Regular,noah88@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST002644,Christopher Sekhon,Kishanganj,Nagaland,Regular,aarna54@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002644,Christopher Sekhon,Kishanganj,Nagaland,Silver,aarna54@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST002689,Michael Konda,Jalgaon,Chhattisgarh,Regular,dingaurav@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002689,Michael Konda,Jalgaon,Chhattisgarh,Silver,dingaurav@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST002736,Aradhana Trivedi,Anantapuram,Tamil Nadu,Silver,ypillai@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002736,Aradhana Trivedi,Saharanpur,Haryana,Silver,ypillai@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST002755,Fitan Thaman,Ghaziabad,Assam,Regular,fpalla@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002755,Fitan Thaman,Ghaziabad,Assam,Silver,fpalla@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST002756,Ekapad Zacharia,Gaya,Goa,Regular,benjamin83@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002756,Ekapad Zacharia,Gaya,Goa,Silver,benjamin83@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST002765,Jairaj Sundaram,Belgaum,Assam,Regular,ekota@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002765,Jairaj Sundaram,Belgaum,Assam,Silver,ekota@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST002868,Bhavya Kari,Ajmer,Meghalaya,Silver,janifiyaz@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002868,Bhavya Kari,Ajmer,Meghalaya,Gold,janifiyaz@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST002917,Vrinda Trivedi,Berhampore,Bihar,Regular,ekantikachacko@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002917,Vrinda Trivedi,Berhampore,Bihar,Silver,ekantikachacko@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST002922,Jairaj Dalal,Katihar,Rajasthan,Regular,balveergole@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002922,Jairaj Dalal,Katihar,Rajasthan,Silver,balveergole@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST002962,Jatin Agrawal,Durgapur,Nagaland,Regular,cdeol@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002962,Jatin Agrawal,Durgapur,Nagaland,Silver,cdeol@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST002963,Yutika Gulati,Sirsa,Nagaland,Regular,misrapeter@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002963,Yutika Gulati,Coimbatore,Madhya Pradesh,Regular,misrapeter@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST003033,Leela Barad,Bhavnagar,Tamil Nadu,Regular,ikshitakoshy@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003033,Leela Barad,Bhavnagar,Tamil Nadu,Silver,ikshitakoshy@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST003071,Anita Bhattacharyya,Hospet,Gujarat,Gold,whanda@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003071,Anita Bhattacharyya,Hospet,Gujarat,Platinum,whanda@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST003191,Chakradhar Naik,Bidar,West Bengal,Regular,khuranakrish@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003191,Chakradhar Naik,Bidar,West Bengal,Silver,khuranakrish@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST003216,Warda Pall,Patiala,Madhya Pradesh,Regular,eiravatikapadia@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003216,Warda Pall,Patiala,Madhya Pradesh,Silver,eiravatikapadia@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST003220,Yug Batra,Machilipatnam,Assam,Regular,dhari@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003220,Yug Batra,Kulti,Punjab,Regular,dhari@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST003236,Finn Sridhar,Nellore,Himachal Pradesh,Regular,duttareva@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003236,Finn Sridhar,Nellore,Himachal Pradesh,Silver,duttareva@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST003245,Chakrika Bora,Bathinda,Uttarakhand,Regular,pbobal@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003245,Chakrika Bora,Bathinda,Uttarakhand,Silver,pbobal@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST003248,Warinder Pingle,Aurangabad,Uttarakhand,Silver,ramanamaira@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003248,Warinder Pingle,Mirzapur,Mizoram,Silver,ramanamaira@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST003296,Baljiwan Mohan,Bettiah,Tamil Nadu,Regular,viswanathanindira@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003296,Baljiwan Mohan,Surendranagar Dudhrej,Arunachal Pradesh,Regular,viswanathanindira@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST003336,Veda Kala,Dibrugarh,Karnataka,Gold,lakshmirau@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003336,Veda Kala,Dibrugarh,Karnataka,Platinum,lakshmirau@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST003376,Vrishti Kadakia,Pali,Tripura,Regular,kamala84@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003376,Vrishti Kadakia,Pali,Tripura,Silver,kamala84@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST003384,Michael Thakur,Sambhal,Haryana,Regular,atikashyap@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003384,Michael Thakur,Sambhal,Haryana,Silver,atikashyap@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST003407,Zehaan Banerjee,Guntur,Himachal Pradesh,Gold,zsetty@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003407,Zehaan Banerjee,Guntur,Himachal Pradesh,Platinum,zsetty@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST003440,Nandini Raj,Meerut,West Bengal,Regular,rishiswaminathan@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003440,Nandini Raj,Meerut,West Bengal,Silver,rishiswaminathan@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST003450,Bhavini Aurora,Sirsa,Tripura,Silver,praneel02@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003450,Bhavini Aurora,Sirsa,Tripura,Gold,praneel02@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST003471,Orinder Misra,Kulti,Madhya Pradesh,Regular,lakshben@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003471,Orinder Misra,Jamalpur,Bihar,Regular,lakshben@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST003485,Fitan Aurora,Panipat,Sikkim,Regular,gdyal@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003485,Fitan Aurora,Panipat,Sikkim,Silver,gdyal@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST003491,Leela Pal,Agartala,Haryana,Silver,kamala45@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003491,Leela Pal,Agartala,Haryana,Gold,kamala45@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST003504,Kashish Khanna,Kamarhati,Tripura,Regular,xavier82@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003504,Kashish Khanna,Kamarhati,Tripura,Silver,xavier82@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST003528,Vedant Pradhan,Ichalkaranji,Odisha,Regular,virkwishi@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003528,Vedant Pradhan,Ichalkaranji,Odisha,Silver,virkwishi@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST003558,Oeshi Behl,Miryalaguda,Maharashtra,Regular,radhakonda@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003558,Oeshi Behl,Miryalaguda,Maharashtra,Silver,radhakonda@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST003587,Vritti Mistry,Dewas,Maharashtra,Silver,myadav@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003587,Vritti Mistry,Ranchi,Himachal Pradesh,Silver,myadav@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST003599,Yadavi Chokshi,Sagar,Telangana,Regular,bawalohit@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003599,Yadavi Chokshi,Sagar,Telangana,Silver,bawalohit@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST003614,Chaitaly Raju,Mirzapur,Tripura,Silver,lila05@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003614,Chaitaly Raju,Mirzapur,Tripura,Gold,lila05@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST003625,Faraj Om,Nagpur,Maharashtra,Regular,triptiray@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003625,Faraj Om,Nagpur,Maharashtra,Silver,triptiray@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST003648,Fitan Bose,Nadiad,Chhattisgarh,Regular,mbanerjee@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003648,Fitan Bose,Loni,Telangana,Regular,mbanerjee@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST003674,Oeshi Narayanan,Kurnool,Chhattisgarh,Regular,bpadmanabhan@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003674,Oeshi Narayanan,Vijayanagaram,Andhra Pradesh,Regular,bpadmanabhan@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST003691,Balveer Swamy,Aurangabad,Uttarakhand,Silver,fiyazsem@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003691,Balveer Swamy,Aurangabad,Uttarakhand,Gold,fiyazsem@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST003692,Vasana Nanda,Meerut,Maharashtra,Silver,traman@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003692,Vasana Nanda,Meerut,Maharashtra,Gold,traman@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST003707,Wishi Mani,Khandwa,Sikkim,Silver,lopanaik@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003707,Wishi Mani,Satara,Tamil Nadu,Silver,lopanaik@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST003711,Neelima Chaudhuri,Mahbubnagar,Tamil Nadu,Regular,nadkarniabeer@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003711,Neelima Chaudhuri,Aurangabad,Chhattisgarh,Regular,nadkarniabeer@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST003732,Qasim Banik,Amritsar,Bihar,Regular,xdasgupta@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003732,Qasim Banik,Amritsar,Bihar,Silver,xdasgupta@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST003742,Dhruv Ravi,Tirupati,Gujarat,Gold,issacamol@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003742,Dhruv Ravi,Ramagundam,Jharkhand,Gold,issacamol@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST003766,Harrison Mohan,Orai,Himachal Pradesh,Regular,unaidu@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003766,Harrison Mohan,Orai,Himachal Pradesh,Silver,unaidu@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST003770,Ekta Soni,Agartala,Uttar Pradesh,Silver,balendramurty@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003770,Ekta Soni,Agartala,Uttar Pradesh,Gold,balendramurty@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST003779,Amara Barad,Ambarnath,Jharkhand,Regular,wriddhish30@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003779,Amara Barad,Ambarnath,Jharkhand,Silver,wriddhish30@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST003789,Tanmayi Mander,Katihar,Kerala,Silver,hbawa@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003789,Tanmayi Mander,Katihar,Kerala,Gold,hbawa@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST003830,Dayita Warrior,Howrah,Madhya Pradesh,Regular,sudiksha46@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003830,Dayita Warrior,Tiruvottiyur,Arunachal Pradesh,Regular,sudiksha46@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST003875,Bachittar Devi,Rourkela,Telangana,Regular,yashodhara25@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003875,Bachittar Devi,Rourkela,Telangana,Silver,yashodhara25@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST003894,Patrick Dhingra,Kumbakonam,Punjab,Gold,januja26@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003894,Patrick Dhingra,Kumbakonam,Punjab,Platinum,januja26@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST003923,Meghana Luthra,Bally,Telangana,Regular,vedadugal@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003923,Meghana Luthra,Nadiad,Odisha,Regular,vedadugal@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST003940,Yashvi Dey,Phagwara,Haryana,Silver,thakkarirya@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003940,Yashvi Dey,Phagwara,Haryana,Gold,thakkarirya@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST003953,Yashasvi Grewal,Nagercoil,Assam,Silver,owenchoudhary@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003953,Yashasvi Grewal,Rewa,Punjab,Silver,owenchoudhary@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST003987,Zilmil Basak,Vasai-virar,Nagaland,Regular,dtara@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST003987,Zilmil Basak,Vasai-virar,Nagaland,Silver,dtara@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST004011,Jai Boase,Chandigarh,Manipur,Gold,omya97@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004011,Jai Boase,Chandigarh,Manipur,Platinum,omya97@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST004028,Indira Dhillon,Shimla,Madhya Pradesh,Gold,doctordominic@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004028,Indira Dhillon,Nashik,Chhattisgarh,Gold,doctordominic@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004031,Meghana Vyas,Purnia,Odisha,Regular,gopalgunbir@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004031,Meghana Vyas,Purnia,Odisha,Silver,gopalgunbir@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST004080,Radha Samra,Durg,Sikkim,Gold,menonsarthak@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004080,Radha Samra,Durg,Sikkim,Platinum,menonsarthak@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004113,Vidhi Babu,Panipat,Meghalaya,Regular,falakverma@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004113,Vidhi Babu,Mau,Nagaland,Regular,falakverma@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004127,Sanaya Chaudhuri,Imphal,Telangana,Gold,yutika01@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004127,Sanaya Chaudhuri,Imphal,Telangana,Platinum,yutika01@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004134,Tripti Chakrabarti,Agra,Maharashtra,Silver,morarkaran@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004134,Tripti Chakrabarti,Agra,Maharashtra,Gold,morarkaran@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004139,Sai Kari,Baranagar,Mizoram,Silver,sinhasamesh@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004139,Sai Kari,Baranagar,Mizoram,Gold,sinhasamesh@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004147,Vanya Chokshi,Morena,Goa,Silver,thakurpushti@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004147,Vanya Chokshi,Morena,Goa,Gold,thakurpushti@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004166,Praneel Aggarwal,Allahabad,Mizoram,Regular,ikshitabawa@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004166,Praneel Aggarwal,Asansol,Andhra Pradesh,Regular,ikshitabawa@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004172,Abeer Thakur,Naihati,Punjab,Silver,hnori@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004172,Abeer Thakur,Naihati,Punjab,Gold,hnori@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004203,Nakul Lalla,Nellore,Telangana,Regular,xhayre@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004203,Nakul Lalla,Nellore,Telangana,Silver,xhayre@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST004225,Vinaya Mann,Jorhat,Meghalaya,Regular,priyasem@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004225,Vinaya Mann,Kumbakonam,Assam,Regular,priyasem@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004232,Charles Narula,Dehri,Himachal Pradesh,Regular,dalajaboase@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004232,Charles Narula,Motihari,Punjab,Regular,dalajaboase@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004260,Nidra Sridhar,Durgapur,Bihar,Silver,varghesekrishna@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004260,Nidra Sridhar,Bellary,Gujarat,Silver,varghesekrishna@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST004286,Jyoti Om,Adoni,Jharkhand,Regular,isaac03@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004286,Jyoti Om,Adoni,Jharkhand,Silver,isaac03@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004302,Warhi Sabharwal,Thiruvananthapuram,Odisha,Silver,usarraf@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004302,Warhi Sabharwal,Thiruvananthapuram,Odisha,Gold,usarraf@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST004311,Urishilla Devi,Gudivada,Maharashtra,Silver,osankar@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004311,Urishilla Devi,Gudivada,Maharashtra,Gold,osankar@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004312,Wahab Mannan,Dibrugarh,Nagaland,Silver,uchadha@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004312,Wahab Mannan,Dibrugarh,Nagaland,Gold,uchadha@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004314,Nachiket Sastry,Amravati,Odisha,Regular,oviya12@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004314,Nachiket Sastry,Mysore,Andhra Pradesh,Regular,oviya12@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST004315,Vanya Ramanathan,Erode,Telangana,Regular,madankrishna@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004315,Vanya Ramanathan,Raebareli,Sikkim,Regular,madankrishna@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004338,Hitesh Gulati,Nangloi Jat,Chhattisgarh,Regular,aayush39@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004338,Hitesh Gulati,Nangloi Jat,Chhattisgarh,Silver,aayush39@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004349,Amaira Randhawa,Uluberia,Rajasthan,Regular,gautam86@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004349,Amaira Randhawa,Uluberia,Rajasthan,Silver,gautam86@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004354,Chaman Mall,Karimnagar,Telangana,Regular,yugtailor@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004354,Chaman Mall,Agra,Haryana,Regular,yugtailor@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST004365,Rayaan Loyal,Tadepalligudem,Himachal Pradesh,Gold,savantjanuja@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004365,Rayaan Loyal,Coimbatore,Haryana,Gold,savantjanuja@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004393,Isaiah Din,Raipur,Chhattisgarh,Regular,mitali79@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004393,Isaiah Din,Raipur,Chhattisgarh,Silver,mitali79@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST004399,Zashil Dalal,Agartala,Haryana,Regular,latadevika@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004399,Zashil Dalal,Agartala,Haryana,Silver,latadevika@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST004410,Jai Sastry,Suryapet,Andhra Pradesh,Regular,balendralad@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004410,Jai Sastry,Adoni,Madhya Pradesh,Regular,balendralad@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST004434,Krisha Dubey,Bhatpara,Uttar Pradesh,Silver,bchatterjee@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004434,Krisha Dubey,Bhatpara,Uttar Pradesh,Gold,bchatterjee@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004435,Timothy Kunda,Mumbai,Andhra Pradesh,Regular,eganesan@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004435,Timothy Kunda,Mumbai,Andhra Pradesh,Silver,eganesan@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004441,Nandini Bhattacharyya,Bhilwara,Manipur,Regular,sagargaurika@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004441,Nandini Bhattacharyya,Bhilwara,Manipur,Silver,sagargaurika@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004545,Ayush Chaudry,Gopalpur,Rajasthan,Regular,natarajanpushti@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004545,Ayush Chaudry,Gopalpur,Rajasthan,Silver,natarajanpushti@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004551,Megha Kade,Bijapur,Andhra Pradesh,Regular,yadavekani@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004551,Megha Kade,Bijapur,Andhra Pradesh,Silver,yadavekani@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004559,Matthew Sinha,Aizawl,Maharashtra,Silver,darikasachdev@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004559,Matthew Sinha,Aizawl,Maharashtra,Gold,darikasachdev@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004576,Alka Nigam,Gurgaon,Maharashtra,Silver,abdul27@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004576,Alka Nigam,Gurgaon,Maharashtra,Gold,abdul27@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST004577,Nicholas Sood,Allahabad,Arunachal Pradesh,Regular,jacobbhasin@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004577,Nicholas Sood,Saharanpur,West Bengal,Regular,jacobbhasin@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004636,Radhika Savant,Berhampur,West Bengal,Silver,rakshakannan@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004636,Radhika Savant,Berhampur,West Bengal,Gold,rakshakannan@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004641,Jalsa Ghose,Kumbakonam,Himachal Pradesh,Regular,lakshit37@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004641,Jalsa Ghose,Guna,Chhattisgarh,Regular,lakshit37@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST004663,Urmi Pingle,Phusro,Maharashtra,Regular,vluthra@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004663,Urmi Pingle,Phusro,Maharashtra,Silver,vluthra@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004670,Ryan Palla,Shahjahanpur,Mizoram,Regular,rajchampak@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004670,Ryan Palla,Rajahmundry,Uttarakhand,Regular,rajchampak@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST004715,Kala Lall,Morbi,Telangana,Regular,kalaayaan@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004715,Kala Lall,Morbi,Telangana,Silver,kalaayaan@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST004754,Sai Dyal,Pune,Jharkhand,Silver,hemanggokhale@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004754,Sai Dyal,Sri Ganganagar,Madhya Pradesh,Silver,hemanggokhale@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST004759,Mitali Madan,Hindupur,Karnataka,Silver,eiravatibhatnagar@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST004759,Mitali Madan,Hindupur,Karnataka,Gold,eiravatibhatnagar@yahoo.com,2026-07-21,,True,2,,,,
