customer_id,customer_name,total_orders,total_items,total_spent,average_order_value,first_order_date,latest_order_date
CUST004411,Faras Shenoy,14,99,3382624.03,241616.0,2024-05-08,2026-01-25
CUST004637,Suhani Gade,11,92,3382032.36,307457.49,2024-09-02,2026-02-20
CUST004393,Isaiah Din,13,122,3379163.41,259935.65,2024-01-19,2026-06-03
CUST004408,Chatresh Parsa,14,85,3377756.20,241268.3,2024-04-15,2026-02-17
CUST004648,Jonathan Banerjee,12,109,3377679.57,281473.3,2024-09-07,2026-07-18
CUST001611,Yachana Halder,16,104,3377655.92,211103.5,2024-01-11,2026-07-21
CUST000628,Reyansh Singh,11,97,3376778.62,306979.87,2024-04-04,2026-04-28
CUST001776,Isha Chand,13,112,3375903.24,259684.86,2024-09-07,2026-04-27
CUST001574,Ekantika Amble,11,93,3375496.42,306863.31,2024-10-28,2026-04-19
CUST000278,Ishwar Dass,13,101,3374953.03,259611.77,2024-01-25,2026-07-15
CUST001697,Rohan Hegde,11,89,3372566.97,306597.0,2024-04-25,2026-06-06
CUST003486,Oni Badal,12,98,3370904.23,280908.69,2024-01-02,2026-05-05
CUST002278,Azad Das,12,95,3370571.75,280880.98,2024-02-06,2026-06-09
CUST004618,Chatura Cherian,11,98,3369980.17,306361.83,2024-02-18,2026-07-21
CUST001489,Janani Wagle,9,68,3369388.01,374376.45,2024-01-22,2025-12-29
CUST002913,Indira Shanker,14,101,3369169.60,240654.97,2024-01-16,2026-05-01
CUST002322,Siddharth Sami,13,98,3367726.81,259055.91,2024-03-05,2026-05-06
CUST000267,Zaitra Ramakrishnan,10,86,3367605.56,336760.56,2024-02-22,2026-06-22
CUST001497,Darpan Raghavan,11,86,3367551.81,306141.07,2024-01-13,2026-01-06
CUST004541,Balendra Sandal,13,96,3367490.84,259037.76,2024-01-20,2026-02-16
CUST001171,Kabir Johal,13,104,3367336.85,259025.91,2024-07-03,2026-05-05
CUST003886,Anay Sarma,11,87,3367304.66,306118.61,2024-02-06,2026-02-23
CUST003801,Gaurav Basak,10,90,3366875.79,336687.58,2024-01-11,2026-07-21
CUST001787,Robert Warrior,11,99,3365328.42,305938.95,2024-04-26,2026-04-15
CUST003704,Eta Char,14,108,3364489.67,240320.69,2024-02-19,2026-07-01
CUST002439,Pahal Krish,11,92,3364182.56,305834.78,2024-03-20,2026-07-17
CUST004946,Lopa Nagar,13,100,3363851.10,258757.78,2024-01-24,2026-06-05
CUST002876,Atharv Nigam,12,96,3362280.01,280190.0,2024-01-20,2026-03-21
CUST001225,Chameli Kalla,13,105,3361776.71,258598.21,2024-04-02,2026-05-07
CUST003837,Ishaan Andra,14,99,3358682.19,239905.87,2024-02-01,2026-05-16
CUST003765,Bhavika Ratti,12,95,3357860.88,279821.74,2024-04-11,2026-06-05
CUST000127,Jagrati Yogi,10,95,3357178.37,335717.84,2024-04-17,2026-04-04
CUST003690,Ria Dash,9,84,3356543.45,372949.27,2024-08-13,2026-06-14
CUST002538,Anay Bassi,11,102,3356366.36,305124.21,2024-01-26,2026-05-31
CUST004663,Urmi Pingle,11,84,3355868.32,305078.94,2024-01-04,2026-06-25
CUST004052,Zayan Choudhury,10,105,3355540.71,335554.07,2024-03-26,2026-07-12
CUST001506,Janani Bora,10,85,3354710.02,335471.0,2024-05-14,2026-07-21
CUST003888,Oliver Warrior,13,92,3353936.21,257995.09,2024-01-18,2026-07-03
CUST002852,Shaurya Chada,12,108,3352451.45,279370.95,2024-02-07,2026-04-19
CUST000374,Anjali Lanka,13,92,3351302.05,257792.47,2024-02-26,2026-07-18
CUST004529,Dakshesh Garde,13,86,3350278.24,257713.71,2024-01-06,2026-07-21
CUST001008,Tara Dass,11,86,3349649.10,304513.55,2024-01-27,2026-06-05
CUST000409,Aashi Jayaraman,14,108,3348210.22,239157.87,2024-02-05,2026-05-12
CUST001924,Frederick Dugal,13,109,3347939.79,257533.83,2024-04-08,2026-07-21
CUST001985,Geetika Nayar,12,92,3347671.71,278972.64,2024-01-03,2026-03-31
CUST004434,Krisha Dubey,13,118,3347323.93,257486.46,2024-02-23,2026-03-19
CUST004792,Faris Hayre,15,103,3347067.41,223137.83,2024-02-14,2026-03-11
CUST000626,Balendra Devi,11,94,3346437.53,304221.59,2024-05-20,2026-03-02
CUST002686,Nitara Dubey,11,86,3345594.07,304144.92,2024-07-26,2026-06-05
CUST002394,Pavani Prasad,11,86,3344176.44,304016.04,2024-06-04,2026-07-21
CUST004837,Naksh Bath,12,94,3344057.55,278671.46,2024-03-18,2026-05-19
CUST003482,Pratyush Wable,13,101,3341463.69,257035.67,2024-04-28,2026-06-22
CUST000499,Max Bhatnagar,14,117,3341303.83,238664.56,2024-01-20,2025-10-08
CUST002356,Zehaan Karan,14,86,3340803.54,238628.82,2024-02-26,2026-02-20
CUST001850,Rachit Deshmukh,11,88,3340747.43,303704.31,2024-03-31,2026-07-06
CUST004436,Oliver Kalita,12,75,3340681.66,278390.14,2024-02-06,2026-06-16
CUST002231,Thomas Nagi,10,91,3339067.12,333906.71,2024-01-11,2026-04-02
CUST002631,Siddharth Oza,13,107,3337215.49,256708.88,2024-05-10,2026-07-08
CUST002919,Ojas Sant,16,102,3336467.58,208529.22,2024-03-10,2026-05-27
CUST000003,Zaid Randhawa,10,90,3336227.88,333622.79,2024-02-10,2026-05-22
CUST001017,Triya Narain,11,98,3336058.68,303278.06,2024-03-11,2026-03-16
CUST004000,Utkarsh Verma,11,97,3335617.99,303238.0,2024-01-03,2026-03-18
CUST002262,George Rana,12,101,3335224.65,277935.39,2024-01-10,2026-04-11
CUST000532,Vyanjana Dada,13,92,3332740.21,256364.63,2024-07-03,2026-06-14
CUST000973,Ira Luthra,13,92,3332576.16,256352.01,2024-04-13,2026-07-14
CUST003836,Nitara Arora,16,98,3332319.76,208269.99,2024-03-09,2026-04-09
CUST000464,Riya Dubey,11,102,3332241.41,302931.04,2024-02-09,2026-02-04
CUST004213,Abha Madan,12,88,3331326.29,277610.52,2024-02-26,2026-05-22
CUST003349,Dayamai Banerjee,12,101,3331214.87,277601.24,2024-07-09,2026-07-21
CUST003712,Bakhshi Wadhwa,14,99,3331070.40,237933.6,2024-04-24,2026-07-21
CUST000618,Maanas Narayan,11,94,3330598.86,302781.71,2024-06-20,2026-06-29
CUST004392,Ranveer Prasad,14,102,3329909.94,237850.71,2024-04-21,2026-05-14
CUST002331,Libni Chanda,14,101,3328773.24,237769.52,2024-02-05,2026-05-01
CUST003844,Sai Chaudhry,13,90,3328264.66,256020.36,2024-02-14,2026-07-21
CUST000700,Quincy Kala,12,82,3328176.90,277348.08,2024-02-02,2025-11-25
CUST002347,Bakhshi Gala,12,104,3327292.61,277274.38,2024-01-07,2026-05-27
CUST004612,Kavya Pandey,10,85,3327108.47,332710.85,2024-04-11,2026-06-17
CUST004085,Anjali Batra,13,105,3325561.05,255812.39,2024-01-02,2026-07-13
CUST003964,Maanav Lala,12,80,3325535.12,277127.93,2024-01-07,2026-07-12
CUST003649,Jonathan Lata,9,81,3325470.27,369496.7,2024-03-17,2026-04-14
CUST002565,Brijesh Sampath,11,93,3324810.63,302255.51,2024-01-12,2026-07-21
CUST003523,Aarush Doctor,15,108,3324710.51,221647.37,2024-01-26,2026-07-21
CUST001989,Hemani Ganguly,15,96,3324375.14,221625.01,2024-04-25,2026-06-12
CUST000234,Baljiwan Gandhi,13,97,3323790.94,255676.23,2024-01-23,2026-07-05
CUST001772,Tanvi Sarin,12,94,3321521.41,276793.45,2024-03-14,2026-06-01
CUST002131,Viraj Grover,11,90,3321111.92,301919.27,2024-03-06,2026-05-03
CUST003286,Warhi Hegde,11,90,3320400.08,301854.55,2024-04-21,2026-06-15
CUST002118,Netra Setty,12,92,3316998.43,276416.54,2024-01-22,2026-01-18
CUST000916,Sai Shetty,11,100,3316467.08,301497.01,2024-01-03,2025-10-10
CUST003429,Bimala Jaggi,13,108,3316079.24,255083.02,2024-03-25,2026-06-20
CUST000408,Rohan Gaba,12,96,3315668.19,276305.68,2024-04-08,2026-07-21
CUST003243,Warda Natt,10,81,3315622.35,331562.24,2024-01-29,2026-04-19
CUST004245,Jasmit Ganguly,12,85,3314850.98,276237.58,2024-01-30,2026-07-21
CUST000865,Banjeet Halder,11,92,3313790.14,301253.65,2024-03-06,2026-05-04
CUST001537,Vedant Vala,11,97,3313676.12,301243.28,2024-03-29,2026-04-10
CUST000994,Teerth Kibe,15,95,3311674.15,220778.28,2024-01-09,2026-07-21
CUST004153,Agastya Bassi,15,115,3311475.43,220765.03,2024-01-19,2026-06-29
CUST001027,Frederick Kakar,12,98,3311171.58,275930.97,2024-07-02,2026-04-05
CUST001244,Abhiram Upadhyay,11,107,3310945.60,300995.05,2024-01-23,2026-06-19
CUST004684,Triveni Korpal,11,101,3310945.29,300995.03,2024-01-02,2026-07-21
CUST001947,Vinaya Bhatia,13,89,3310226.21,254632.79,2024-02-02,2026-06-29
CUST002128,Warinder Desai,11,98,3309695.74,300881.43,2024-01-10,2026-07-21
CUST000501,Chatresh Palan,10,87,3309199.22,330919.92,2024-02-15,2026-06-10
CUST001828,Yuvraj Deep,12,82,3307992.05,275666.0,2024-05-31,2026-07-21
CUST002063,Harish Seth,10,95,3306655.15,330665.52,2025-04-12,2026-07-18
CUST001280,Sanya Kumar,12,101,3306329.07,275527.42,2024-02-09,2026-07-21
CUST001074,Zaitra Ben,15,106,3306209.05,220413.94,2024-01-03,2026-06-18
CUST000662,Xalak Dash,14,90,3304423.17,236030.23,2024-02-10,2026-04-21
CUST001617,Luke Chand,9,75,3303740.66,367082.3,2024-11-30,2026-07-21
CUST004840,Chandani Varkey,14,89,3303718.31,235979.88,2024-02-04,2026-04-17
CUST003670,Krisha Agate,11,98,3301817.41,300165.22,2024-04-26,2026-07-21
CUST001970,Janani Narain,13,118,3301468.70,253959.13,2024-03-02,2026-07-21
CUST002342,Leela Warrior,14,99,3300838.13,235774.15,2024-01-27,2026-05-15
CUST004713,Wridesh Bawa,12,98,3300452.89,275037.74,2024-01-15,2026-07-06
CUST000949,Mohammed Mutti,11,85,3299055.58,299914.14,2024-09-26,2026-05-05
CUST001719,George Tripathi,11,81,3297466.12,299769.65,2024-06-02,2026-05-04
CUST003406,Hiral Chauhan,13,111,3296572.25,253582.48,2024-01-21,2026-05-12
CUST004291,Advika Mitra,12,101,3295482.29,274623.52,2024-02-02,2026-02-19
CUST001785,Lucky Soni,10,91,3295077.50,329507.75,2024-06-25,2026-05-06
CUST004859,Bachittar Dada,13,104,3294739.98,253441.54,2024-05-11,2026-05-07
CUST001836,Xavier Badami,12,85,3292958.46,274413.21,2024-01-31,2026-07-21
CUST004751,Oviya Tank,15,97,3292290.90,219486.06,2024-03-27,2026-07-21
CUST001021,Yachana Mangat,10,90,3291547.87,329154.79,2024-03-31,2026-06-01
CUST001632,Dhruv Sabharwal,11,80,3290440.94,299130.99,2024-01-12,2026-06-10
CUST002057,Rohan Shroff,9,79,3289983.16,365553.68,2024-04-17,2026-04-25
CUST004807,Amaira Sahota,11,82,3289861.75,299078.34,2024-06-26,2026-06-23
CUST000762,Vrishti Agarwal,13,96,3286818.58,252832.2,2024-03-21,2026-03-04
CUST001634,Bachittar Thakur,12,106,3285657.66,273804.81,2024-01-29,2026-02-20
CUST002509,Yuvraj Dugal,14,99,3285553.12,234682.37,2024-02-18,2026-07-06
CUST004614,Yash Shah,10,89,3285009.77,328500.98,2024-02-06,2026-05-05
CUST002304,Sneha Patel,10,88,3283651.91,328365.19,2024-03-22,2026-05-12
CUST001455,Balendra Srinivasan,9,91,3283340.50,364815.61,2024-01-10,2026-03-27
CUST000098,Arunima Raj,14,106,3282419.53,234458.54,2024-01-07,2026-04-13
CUST003640,Shravya Bhatt,11,79,3282371.31,298397.39,2024-03-13,2026-06-26
CUST000610,Madhav Sharma,13,103,3281921.59,252455.51,2024-03-06,2026-07-06
CUST000636,Vedant D’alia,12,102,3280520.02,273376.67,2024-06-05,2026-07-21
CUST000305,Qasim Bajaj,12,89,3279871.37,273322.61,2024-01-08,2026-03-26
CUST004431,Chandran Bahl,11,82,3279253.56,298113.96,2024-01-04,2026-05-06
CUST001930,Tanish Amble,12,86,3279067.89,273255.66,2024-06-06,2026-07-03
CUST004863,Sara Soni,11,98,3278640.16,298058.2,2024-03-21,2026-07-16
CUST004572,Warda Parekh,14,84,3278422.01,234173.0,2024-03-04,2026-05-12
CUST004487,Odika Agate,8,68,3278193.74,409774.22,2024-02-24,2026-06-02
CUST000155,Janani Deo,9,83,3277246.81,364138.53,2024-01-22,2026-05-10
CUST000495,Faris Varkey,14,96,3275414.81,233958.2,2024-01-03,2026-07-17
CUST002059,Madhavi Deep,14,98,3273845.52,233846.11,2024-07-10,2026-07-21
CUST000064,Nathaniel Bhavsar,13,82,3273569.46,251813.04,2024-04-09,2026-06-04
CUST002188,Vedant Wadhwa,11,86,3272891.14,297535.56,2024-01-16,2025-11-21
CUST001095,Rishi Butala,10,76,3271807.83,327180.78,2024-08-12,2026-07-21
CUST001935,Ijaya Chaudhari,11,88,3271345.69,297395.06,2024-03-20,2026-04-25
CUST002201,Chatresh Tailor,14,98,3270444.14,233603.15,2024-04-23,2026-07-09
CUST002468,Sanya Thakkar,14,101,3270152.60,233582.33,2024-04-19,2026-01-08
CUST003716,Jeet Dube,14,87,3267951.50,233425.11,2024-02-01,2026-06-20
CUST001281,Waida Dave,13,100,3267707.03,251362.08,2024-01-07,2026-06-07
CUST000303,Hemang Wagle,14,100,3266778.21,233341.3,2024-01-14,2026-01-06
CUST002343,Watika Arora,12,95,3266575.44,272214.62,2024-03-22,2026-05-12
CUST002525,Radha Shanker,15,102,3265256.50,217683.77,2024-01-18,2026-05-08
CUST000883,Ekantika Raghavan,13,106,3263476.41,251036.65,2024-01-30,2026-07-15
CUST002615,Arjun Raghavan,11,82,3263392.13,296672.01,2024-06-17,2026-06-05
CUST004574,Balhaar Ganesan,13,92,3262302.89,250946.38,2024-07-01,2026-07-21
CUST002605,Rajata Upadhyay,9,95,3261623.79,362402.64,2024-02-16,2026-07-12
CUST001703,Rushil Krish,14,96,3260706.82,232907.63,2024-02-16,2026-07-21
CUST002649,Gunbir Peri,15,97,3259450.08,217296.67,2024-03-10,2026-07-01
CUST000616,Dalaja Ahluwalia,11,101,3259414.09,296310.37,2024-09-06,2026-05-29
CUST001692,Bhavani Sahota,12,84,3258527.53,271543.96,2024-01-12,2026-06-22
CUST001077,Omaja Sehgal,11,95,3257309.72,296119.07,2024-04-13,2025-08-25
CUST004834,Utkarsh Suri,12,93,3256407.69,271367.31,2024-01-25,2026-07-12
CUST002031,Maya Tiwari,10,82,3254775.33,325477.53,2024-02-08,2026-06-20
CUST003975,Balveer Chandran,12,93,3254205.24,271183.77,2024-03-13,2026-07-21
CUST001800,Bakhshi Sandhu,10,86,3254195.60,325419.56,2024-01-16,2025-12-15
CUST002011,Vidhi Mallick,15,98,3253511.36,216900.76,2024-05-21,2026-06-02
CUST003085,Idika Kar,13,97,3253177.27,250244.41,2024-05-13,2026-05-05
CUST004956,Benjamin Dhar,12,105,3253145.34,271095.45,2024-02-10,2026-07-21
CUST000019,Gaurangi Agate,13,94,3252815.46,250216.57,2024-01-08,2026-04-03
CUST004170,Jagdish Deo,12,92,3252624.95,271052.08,2024-05-04,2026-07-15
CUST003433,Bakhshi Mani,10,91,3251910.90,325191.09,2024-11-29,2026-04-24
CUST002179,Avni Ramakrishnan,14,98,3250911.01,232207.93,2024-06-20,2026-07-21
CUST002253,Jasmit Borah,10,90,3250885.00,325088.5,2024-01-26,2026-06-05
CUST000590,Yoshita Randhawa,14,90,3250105.22,232150.37,2024-02-01,2026-03-14
CUST002576,Sneha Mane,13,86,3249885.77,249991.21,2024-04-29,2026-06-19
CUST002203,Chasmum Radhakrishnan,10,72,3249286.48,324928.65,2024-01-21,2026-07-08
CUST000414,Odika Varty,10,80,3248935.68,324893.57,2024-02-16,2026-02-27
CUST001763,Lohit Grewal,11,88,3248019.47,295274.5,2024-02-02,2026-07-21
CUST000743,Chavvi Doshi,14,87,3246538.66,231895.62,2024-01-29,2026-07-17
CUST001814,Hemani Nayak,9,78,3245705.77,360633.97,2024-03-15,2026-06-01
CUST004043,Eta Sunder,13,90,3244783.72,249598.75,2024-06-27,2025-12-28
CUST001825,Hemangini Korpal,12,95,3243621.81,270301.82,2024-05-04,2026-02-27
CUST003935,Widisha Ray,12,109,3243220.46,270268.37,2024-08-25,2026-06-02
CUST002760,Ekantika Devan,14,105,3242164.15,231583.15,2024-04-08,2026-06-14
CUST001736,Baghyawati Dyal,14,97,3241893.40,231563.81,2024-01-05,2026-06-20
CUST000796,Kamala Hegde,11,87,3241809.70,294709.97,2024-05-01,2026-06-14
CUST002433,Charita Mannan,9,85,3241724.21,360191.58,2024-05-14,2026-01-18
CUST002104,Utkarsh Shroff,15,93,3241175.24,216078.35,2024-01-02,2026-05-10
CUST004173,Dipta Char,15,94,3241082.90,216072.19,2024-03-18,2026-06-27
CUST004650,Eshana Banerjee,12,97,3241026.12,270085.51,2024-06-18,2026-06-27
CUST002017,Banjeet Varghese,14,94,3240756.80,231482.63,2024-05-12,2026-07-16
CUST002764,Warhi Naik,16,93,3239264.93,202454.06,2024-06-15,2026-07-21
CUST001827,Falak Kadakia,14,92,3239083.00,231363.07,2024-01-04,2026-06-18
CUST003863,Tanvi Dalal,10,95,3238354.87,323835.49,2024-04-07,2026-05-14
CUST003895,Hitesh Shah,10,91,3237597.65,323759.77,2024-07-29,2026-06-11
CUST003744,Forum Garde,13,103,3237160.89,249012.38,2024-02-10,2026-04-01
CUST000816,Vinaya Balakrishnan,11,82,3236271.61,294206.51,2024-01-14,2026-03-17
CUST004862,Manan Oommen,10,88,3235345.70,323534.57,2024-01-09,2026-07-11
CUST000908,Jason Parsa,13,87,3234018.89,248770.68,2024-01-22,2026-03-29
CUST000368,Pooja Parsa,11,86,3233734.08,293975.83,2024-08-26,2026-06-25
CUST004029,Chaitaly Tak,12,87,3231396.13,269283.01,2024-03-16,2026-06-15
CUST004608,Gunbir Palla,13,97,3231086.06,248545.08,2024-01-06,2025-09-26
CUST004120,Bachittar Butala,10,88,3230981.99,323098.2,2024-01-04,2026-03-17
CUST003120,Sneha Ramachandran,9,76,3230624.62,358958.29,2024-05-04,2026-07-21
CUST000189,Netra Mane,12,99,3230500.72,269208.39,2024-03-14,2026-07-21
CUST004088,Chameli Bail,12,84,3229784.13,269148.68,2024-03-12,2026-07-21
CUST001078,Inaya Chakraborty,15,95,3229496.47,215299.76,2024-01-05,2026-07-16
CUST004196,Pahal Palan,12,92,3227887.30,268990.61,2024-06-15,2026-07-21
CUST003908,Xavier Tata,18,95,3227735.36,179318.63,2024-02-19,2026-06-09
CUST004503,Anusha Hari,11,87,3227323.29,293393.03,2024-01-24,2026-01-06
CUST000404,Aditya Batta,12,83,3226398.24,268866.52,2024-03-16,2026-03-28
CUST000676,Hemang Bhargava,15,98,3225288.03,215019.2,2024-01-29,2026-07-19
CUST000489,Arunima Dar,11,87,3224839.03,293167.18,2024-04-29,2025-12-15
CUST001550,Quincy Borah,14,99,3224202.13,230300.15,2024-01-22,2026-07-21
CUST001585,Charles Vohra,12,97,3223444.21,268620.35,2024-04-07,2026-01-04
CUST004152,Aarna Khanna,11,84,3221832.91,292893.9,2024-02-06,2026-03-24
CUST001522,Azaan Padmanabhan,13,93,3221659.22,247819.94,2024-04-25,2026-04-03
CUST002826,Arunima Hora,13,91,3220698.30,247746.02,2024-01-04,2026-06-20
CUST004522,Manya Sankaran,10,75,3220669.40,322066.94,2024-05-13,2026-07-07
CUST001812,Hitesh Chacko,15,92,3220478.00,214698.53,2024-01-24,2026-06-08
CUST001606,Wriddhish Mangat,13,83,3219660.39,247666.18,2024-03-20,2026-04-17
CUST003611,Vihaan Chaudhuri,13,85,3218473.58,247574.89,2024-01-17,2026-05-13
CUST002204,Bahadurjit Shroff,10,88,3218181.91,321818.19,2024-03-05,2025-12-19
CUST002227,Daksha Som,13,101,3217839.77,247526.14,2024-02-26,2026-06-13
CUST001745,Naveen Nadig,11,93,3217142.17,292467.47,2024-01-21,2026-02-16
CUST002490,Divya Bava,11,78,3216927.38,292447.94,2024-03-23,2026-07-21
CUST003633,Oeshi Sheth,12,99,3216565.49,268047.12,2024-03-02,2026-05-18
CUST002548,Sarthak Banik,12,81,3216231.33,268019.28,2024-02-18,2026-04-02
CUST002403,Aadhya Pandya,11,87,3216073.97,292370.36,2024-07-02,2026-06-05
CUST002963,Yutika Gulati,12,94,3216065.40,268005.45,2024-01-20,2026-06-07
CUST004712,Siya Ramakrishnan,12,101,3215626.91,267968.91,2024-03-10,2026-06-29
CUST000343,Abha Om,9,77,3214666.65,357185.18,2024-01-12,2025-11-01
CUST000932,Frado Pai,12,87,3214566.70,267880.56,2024-01-30,2026-05-19
CUST003320,Urishilla Bawa,12,89,3214557.22,267879.77,2024-07-16,2026-06-22
CUST001530,Aadi Sahni,11,84,3212860.97,292078.27,2024-01-23,2026-04-28
CUST001031,Manthan Sankar,13,96,3211987.76,247075.98,2024-02-18,2026-04-21
CUST004771,Mitali Yogi,10,89,3211323.10,321132.31,2024-02-22,2026-06-17
CUST004710,Chaman Yadav,10,95,3210005.84,321000.58,2024-03-11,2026-06-13
CUST004914,Nihal Kota,11,99,3209962.47,291814.77,2024-01-09,2026-06-05
CUST001397,Jackson Chowdhury,9,87,3209872.35,356652.48,2024-09-05,2026-03-23
CUST004095,Meera Saini,15,94,3209459.48,213963.97,2024-06-17,2026-06-30
CUST003505,Samaksh Mane,10,91,3208628.92,320862.89,2024-03-10,2026-06-17
CUST001369,Anmol Tripathi,11,91,3208496.52,291681.5,2024-04-14,2026-07-21
CUST002229,Wridesh Bansal,10,88,3206210.21,320621.02,2024-01-15,2026-06-18
CUST000487,Maya Prabhakar,10,76,3203803.44,320380.34,2024-02-08,2026-07-21
CUST000162,Tejas Kuruvilla,13,82,3203495.92,246422.76,2024-01-24,2026-06-03
CUST001227,Kashish Raja,13,98,3203451.99,246419.38,2024-01-10,2026-05-31
CUST001536,Krisha Manne,11,88,3203036.50,291185.14,2024-02-20,2026-07-12
CUST004496,Chandani Soni,9,80,3202983.23,355887.03,2024-03-09,2026-07-11
CUST003268,Omya Virk,12,87,3202854.85,266904.57,2024-01-18,2026-07-07
CUST000212,Manbir Jaggi,12,74,3202707.01,266892.25,2024-05-02,2026-04-19
CUST001723,Yashawini Mangal,11,98,3202647.19,291149.74,2024-01-10,2026-05-29
CUST002697,Sneha Doctor,8,78,3201705.98,400213.25,2024-05-27,2026-07-21
CUST003089,Darsh Hans,11,79,3200638.90,290967.17,2024-01-08,2025-08-28
CUST002173,Rayaan Khurana,12,97,3200615.98,266718.0,2024-01-05,2026-02-12
CUST001399,Charan Sunder,12,77,3200380.10,266698.34,2024-01-24,2026-05-21
CUST001707,Panini Devan,10,93,3199903.51,319990.35,2024-01-31,2026-07-06
CUST000231,Faraj Vaidya,11,84,3199098.87,290827.17,2024-01-22,2026-06-10
CUST003775,Wazir Saran,13,79,3198830.79,246063.91,2024-02-22,2026-04-01
CUST001647,Gunbir Ben,10,99,3198463.38,319846.34,2024-02-28,2026-06-13
CUST004107,Damyanti Panchal,9,74,3197288.46,355254.27,2024-07-31,2026-07-21
CUST004639,Ekani Mistry,13,82,3196614.31,245893.41,2024-03-14,2026-07-05
CUST003282,Samaksh Sundaram,10,88,3196520.97,319652.1,2024-04-21,2026-07-03
CUST000086,Raksha Shetty,11,88,3195951.26,290541.02,2024-02-11,2026-05-02
CUST000417,Jalsa Saini,9,94,3195657.20,355073.02,2024-01-07,2025-10-26
CUST003421,Elijah Mittal,14,87,3195284.10,228234.58,2024-05-29,2026-05-19
CUST004342,Balendra Bawa,11,97,3194587.88,290417.08,2024-02-07,2026-03-07
CUST003695,Reva Mani,14,96,3194148.73,228153.48,2024-02-03,2026-07-14
CUST000060,Manbir Koshy,10,86,3192871.65,319287.17,2024-01-13,2026-06-20
CUST000307,Laksh Banik,11,94,3192036.21,290185.11,2024-03-05,2026-07-12
CUST003668,Chaitaly Kadakia,11,76,3191861.12,290169.19,2024-01-14,2026-06-10
CUST001793,Upkaar Murty,13,89,3191770.32,245520.79,2024-09-01,2026-06-14
CUST001918,Bimala Iyengar,10,96,3191527.19,319152.72,2024-02-21,2026-07-04
CUST001228,Reyansh Kuruvilla,10,81,3191491.58,319149.16,2024-01-09,2026-03-07
CUST004707,Gayathri Bumb,11,78,3191120.22,290101.84,2024-01-05,2026-05-24
CUST000655,Atharv Anne,10,103,3190113.68,319011.37,2024-01-28,2026-06-05
CUST000858,Finn Aggarwal,11,82,3189649.59,289968.14,2024-01-29,2026-05-22
CUST002069,Samaksh Biswas,16,93,3188387.43,199274.21,2024-02-06,2026-06-29
CUST004040,Yashawini Prabhu,12,93,3188303.62,265691.97,2024-07-16,2026-03-14
CUST001226,Yashvi Mitter,9,93,3187583.06,354175.9,2024-02-07,2026-05-01
CUST004032,Vincent Menon,12,89,3187553.08,265629.42,2024-06-06,2026-07-12
CUST004505,Wyatt Mistry,8,78,3185412.69,398176.59,2024-06-10,2026-06-05
CUST004159,Ekaja Bail,16,93,3184696.57,199043.54,2024-02-29,2026-06-30
CUST000035,Samarth Nigam,12,94,3184690.44,265390.87,2024-03-19,2025-12-15
CUST004864,Widisha Balan,10,94,3183226.50,318322.65,2024-02-02,2025-09-12
CUST001628,Ekanta Manne,11,80,3181490.82,289226.44,2024-01-25,2026-05-19
CUST002635,Deepa Toor,10,81,3180563.22,318056.32,2024-12-30,2026-05-09
CUST001039,Pranav Nayar,11,74,3179416.47,289037.86,2024-03-24,2026-06-28
CUST004855,Warinder Varma,10,73,3178772.74,317877.27,2024-03-17,2026-07-21
CUST000421,Naveen Lad,9,79,3178692.08,353188.01,2024-02-02,2026-05-19
CUST003181,Viraj Jaggi,19,123,3178254.33,167276.54,2024-01-19,2026-03-14
CUST004714,Unni Dey,11,100,3177225.85,288838.71,2024-01-26,2026-07-09
CUST004866,Divya Bhandari,14,103,3176713.28,226908.09,2024-02-10,2026-07-01
CUST002303,Girindra Dayal,10,85,3176472.41,317647.24,2024-01-25,2026-04-12
CUST001740,Radhika Sathe,9,71,3176319.89,352924.43,2024-02-17,2026-07-21
CUST001210,Nitara Sagar,11,96,3175944.71,288722.25,2024-04-19,2026-02-23
CUST002379,Kabir Halder,15,91,3175756.02,211717.07,2024-01-11,2026-06-09
CUST004992,Chaman Prashad,10,95,3175363.31,317536.33,2024-04-05,2026-05-31
CUST003365,Patrick Kala,13,89,3174956.36,244227.41,2024-02-05,2026-05-25
CUST000963,Maanav Balan,12,91,3174465.15,264538.76,2024-03-04,2026-02-18
CUST002041,Urmi Anand,12,89,3172942.31,264411.86,2024-01-04,2026-05-23
CUST002325,Harinakshi Rana,15,105,3171576.22,211438.41,2024-03-05,2026-05-26
CUST001499,Anjali Dhingra,7,68,3171336.65,453048.09,2024-05-19,2025-12-19
CUST004770,George Kashyap,13,79,3170705.09,243900.39,2024-03-26,2026-07-21
CUST001096,Daksha Jhaveri,8,80,3170556.86,396319.61,2024-04-21,2026-06-08
CUST001958,Tanish Sama,13,105,3170441.54,243880.12,2024-01-18,2026-07-21
CUST002289,Dakshesh Gade,10,83,3169211.56,316921.16,2024-01-06,2026-04-13
CUST001425,Tanay Mannan,15,84,3169057.92,211270.53,2024-01-13,2026-07-03
CUST001161,Gaurangi Sabharwal,12,89,3169016.44,264084.7,2024-01-04,2026-02-12
CUST001806,Deepa Arya,12,81,3168748.63,264062.39,2024-06-19,2026-07-03
CUST000699,Amaira Varghese,12,90,3168728.13,264060.68,2024-02-25,2026-06-07
CUST000400,Anmol Ray,10,91,3168320.91,316832.09,2024-01-18,2026-02-09
